Model,doy,ydoy,ymd,x,y,z,ZONE,E,N,lat,lon,ell_h,msl_h,DOY
FES2004,2020.956284,2020.35,12/15/2020 0:00,-1391662.84,5971556.57,1750910.617,47,940888.5794,1777625.306,16.03893129,103.1185491,151.3302,179.7486,350
FES2004,2020.959016,2020.351,12/16/2020 0:00,-1391662.839,5971556.566,1750910.622,47,940888.5788,1777625.313,16.03893135,103.1185491,151.3274,179.7457,351
FES2004,2020.964481,2020.353,12/18/2020 0:00,-1391662.836,5971556.558,1750910.615,47,940888.5783,1777625.308,16.03893131,103.1185491,151.3168,179.7351,353
FES2004,2020.967213,2020.354,12/19/2020 0:00,-1391662.841,5971556.569,1750910.617,47,940888.5807,1777625.306,16.0389313,103.1185491,151.3287,179.747,354
FES2004,2020.969945,2020.355,12/20/2020 0:00,-1391662.84,5971556.563,1750910.616,47,940888.581,1777625.307,16.03893131,103.1185491,151.3228,179.7412,355
FES2004,2020.972678,2020.356,12/21/2020 0:00,-1391662.838,5971556.566,1750910.615,47,940888.5787,1777625.306,16.03893129,103.1185491,151.3251,179.7434,356
FES2004,2020.97541,2020.357,12/22/2020 0:00,-1391662.836,5971556.56,1750910.612,47,940888.5772,1777625.304,16.03893128,103.1185491,151.3181,179.7364,357
FES2004,2020.978142,2020.358,12/23/2020 0:00,-1391662.834,5971556.555,1750910.609,47,940888.5765,1777625.304,16.03893127,103.1185491,151.3122,179.7305,358
FES2004,2020.980874,2020.359,12/24/2020 0:00,-1391662.837,5971556.568,1750910.619,47,940888.5768,1777625.31,16.03893133,103.1185491,151.3275,179.7458,359
FES2004,2020.983607,2020.36,12/25/2020 0:00,-1391662.836,5971556.561,1750910.612,47,940888.577,1777625.304,16.03893128,103.1185491,151.3195,179.7378,360
FES2004,2020.986339,2020.361,12/26/2020 0:00,-1391662.839,5971556.568,1750910.621,47,940888.5788,1777625.311,16.03893134,103.1185491,151.3289,179.7472,361
FES2004,2020.989071,2020.362,12/27/2020 0:00,-1391662.838,5971556.561,1750910.618,47,940888.5796,1777625.31,16.03893133,103.1185491,151.321,179.7393,362
FES2004,2020.991803,2020.363,12/28/2020 0:00,-1391662.837,5971556.567,1750910.63,47,940888.5772,1777625.32,16.03893142,103.1185491,151.3297,179.748,363
FES2004,2020.994536,2020.364,12/29/2020 0:00,-1391662.837,5971556.567,1750910.617,47,940888.5768,1777625.307,16.0389313,103.1185491,151.3261,179.7444,364
FES2004,2020.997268,2020.365,12/30/2020 0:00,-1391662.843,5971556.57,1750910.617,47,940888.5825,1777625.307,16.0389313,103.1185492,151.3307,179.749,365
