sta,doy,ydoy,ymd,x,y,z,ZONE,FES2004 Easting,N,lat,lon,ell_h,msl_h,DOY
JAHM,2020.371585,2020.136,5/15/2020 0:00,-1003279.855,5959660.152,2032774.359,47,558607.2436,2068529.834,18.70727557,99.55586723,274.9293,312.2654,
JAHM,2020.374317,2020.137,5/16/2020 0:00,-1003279.859,5959660.148,2032774.367,47,558607.2487,2068529.843,18.70727564,99.55586727,274.9285,312.2646,
JAHM,2020.377049,2020.138,5/17/2020 0:00,-1003279.863,5959660.182,2032774.372,47,558607.2475,2068529.836,18.70727559,99.55586726,274.9623,312.2984,
JAHM,2020.379781,2020.139,5/18/2020 0:00,-1003279.855,5959660.164,2032774.368,47,558607.2417,2068529.839,18.70727561,99.55586721,274.9428,312.279,
JAHM,2020.382514,2020.14,5/19/2020 0:00,-1003279.851,5959660.14,2032774.353,47,558607.2423,2068529.832,18.70727555,99.55586721,274.9157,312.2519,
JAHM,2020.385246,2020.141,5/20/2020 0:00,-1003279.856,5959660.155,2032774.361,47,558607.2443,2068529.836,18.70727558,99.55586723,274.9326,312.2687,
JAHM,2020.387978,2020.142,5/21/2020 0:00,-1003279.853,5959660.143,2032774.361,47,558607.2435,2068529.839,18.70727561,99.55586722,274.9213,312.2574,
JAHM,2020.39071,2020.143,5/22/2020 0:00,-1003279.853,5959660.158,2032774.365,47,558607.2413,2068529.838,18.70727561,99.5558672,274.9365,312.2726,
JAHM,2020.393443,2020.144,5/23/2020 0:00,-1003279.856,5959660.17,2032774.371,47,558607.242,2068529.84,18.70727562,99.55586721,274.9494,312.2855,
JAHM,2020.396175,2020.145,5/24/2020 0:00,-1003279.857,5959660.16,2032774.363,47,558607.245,2068529.836,18.70727558,99.55586724,274.9388,312.275,
JAHM,2020.398907,2020.146,5/25/2020 0:00,-1003279.858,5959660.156,2032774.363,47,558607.2462,2068529.837,18.70727559,99.55586725,274.935,312.2711,
JAHM,2020.401639,2020.147,5/26/2020 0:00,-1003279.855,5959660.151,2032774.363,47,558607.2439,2068529.838,18.7072756,99.55586723,274.9297,312.2658,
JAHM,2020.407104,2020.149,5/28/2020 0:00,-1003279.864,5959660.172,2032774.367,47,558607.2492,2068529.835,18.70727558,99.55586728,274.9521,312.2882,
JAHM,2020.409836,2020.15,5/29/2020 0:00,-1003279.858,5959660.159,2032774.363,47,558607.2463,2068529.835,18.70727558,99.55586725,274.9373,312.2734,
JAHM,2020.412568,2020.151,5/30/2020 0:00,-1003279.86,5959660.17,2032774.365,47,558607.2461,2068529.834,18.70727557,99.55586725,274.949,312.2851,
JAHM,2020.415301,2020.152,5/31/2020 0:00,-1003279.858,5959660.153,2032774.362,47,558607.2472,2068529.837,18.7072756,99.55586726,274.9315,312.2677,
JAHM,2020.418033,2020.153,6/1/2020 0:00,-1003279.856,5959660.153,2032774.36,47,558607.2452,2068529.835,18.70727558,99.55586724,274.9311,312.2672,
JAHM,2020.420765,2020.154,6/2/2020 0:00,-1003279.855,5959660.156,2032774.363,47,558607.2432,2068529.837,18.70727559,99.55586722,274.9343,312.2704,
JAHM,2020.423497,2020.155,6/3/2020 0:00,-1003279.863,5959660.172,2032774.355,47,558607.2484,2068529.824,18.70727548,99.55586727,274.9478,312.2839,
JAHM,2020.42623,2020.156,6/4/2020 0:00,-1003279.857,5959660.15,2032774.363,47,558607.2462,2068529.839,18.70727561,99.55586725,274.9285,312.2646,
JAHM,2020.428962,2020.157,6/5/2020 0:00,-1003279.856,5959660.154,2032774.361,47,558607.2446,2068529.835,18.70727558,99.55586723,274.9314,312.2675,
JAHM,2020.431694,2020.158,6/6/2020 0:00,-1003279.86,5959660.152,2032774.354,47,558607.2487,2068529.829,18.70727552,99.55586727,274.9278,312.2639,
JAHM,2020.434426,2020.159,6/7/2020 0:00,-1003279.856,5959660.156,2032774.364,47,558607.2447,2068529.837,18.7072756,99.55586724,274.9347,312.2708,
JAHM,2020.437159,2020.16,6/8/2020 0:00,-1003279.857,5959660.156,2032774.364,47,558607.2448,2068529.838,18.7072756,99.55586724,274.9352,312.2713,
JAHM,2020.439891,2020.161,6/9/2020 0:00,-1003279.862,5959660.167,2032774.365,47,558607.2483,2068529.835,18.70727557,99.55586727,274.9456,312.2818,
JAHM,2020.442623,2020.162,6/10/2020 0:00,-1003279.858,5959660.155,2032774.361,47,558607.2464,2068529.835,18.70727558,99.55586725,274.9327,312.2689,
JAHM,2020.448087,2020.164,6/12/2020 0:00,-1003279.857,5959660.153,2032774.356,47,558607.2461,2068529.831,18.70727554,99.55586725,274.9292,312.2653,
JAHM,2020.45082,2020.165,6/13/2020 0:00,-1003279.853,5959660.157,2032774.362,47,558607.2408,2068529.836,18.70727558,99.5558672,274.9346,312.2707,
JAHM,2020.456284,2020.167,6/15/2020 0:00,-1003279.858,5959660.148,2032774.357,47,558607.2476,2068529.833,18.70727556,99.55586726,274.9248,312.2609,
JAHM,2020.459016,2020.168,6/16/2020 0:00,-1003279.861,5959660.158,2032774.358,47,558607.2486,2068529.831,18.70727554,99.55586727,274.9351,312.2712,
JAHM,2020.461749,2020.169,6/17/2020 0:00,-1003279.859,5959660.147,2032774.357,47,558607.2485,2068529.834,18.70727557,99.55586727,274.9241,312.2602,
JAHM,2020.464481,2020.17,6/18/2020 0:00,-1003279.859,5959660.149,2032774.359,47,558607.2485,2068529.835,18.70727557,99.55586727,274.9273,312.2634,
JAHM,2020.467213,2020.171,6/19/2020 0:00,-1003279.857,5959660.145,2032774.358,47,558607.2476,2068529.835,18.70727558,99.55586726,274.9223,312.2584,
JAHM,2020.469945,2020.172,6/20/2020 0:00,-1003279.861,5959660.157,2032774.358,47,558607.2493,2068529.831,18.70727554,99.55586728,274.9346,312.2707,
JAHM,2020.472678,2020.173,6/21/2020 0:00,-1003279.863,5959660.156,2032774.36,47,558607.2512,2068529.833,18.70727556,99.5558673,274.9348,312.2709,
JAHM,2020.47541,2020.174,6/22/2020 0:00,-1003279.857,5959660.143,2032774.357,47,558607.2473,2068529.835,18.70727558,99.55586726,274.9207,312.2568,
JAHM,2020.478142,2020.175,6/23/2020 0:00,-1003279.859,5959660.148,2032774.359,47,558607.2489,2068529.835,18.70727558,99.55586728,274.9261,312.2622,
JAHM,2020.480874,2020.176,6/24/2020 0:00,-1003279.858,5959660.145,2032774.358,47,558607.2486,2068529.835,18.70727558,99.55586727,274.9228,312.259,
JAHM,2020.483607,2020.177,6/25/2020 0:00,-1003279.858,5959660.157,2032774.36,47,558607.2464,2068529.833,18.70727556,99.55586725,274.9342,312.2704,
JAHM,2020.486339,2020.178,6/26/2020 0:00,-1003279.863,5959660.152,2032774.357,47,558607.2518,2068529.832,18.70727555,99.5558673,274.9293,312.2655,
JAHM,2020.489071,2020.179,6/27/2020 0:00,-1003279.856,5959660.148,2032774.356,47,558607.2457,2068529.833,18.70727556,99.55586725,274.925,312.2611,
JAHM,2020.491803,2020.18,6/28/2020 0:00,-1003279.86,5959660.155,2032774.359,47,558607.2489,2068529.833,18.70727556,99.55586728,274.9324,312.2686,
JAHM,2020.494536,2020.181,6/29/2020 0:00,-1003279.857,5959660.153,2032774.359,47,558607.2464,2068529.834,18.70727557,99.55586725,274.9301,312.2662,
JAHM,2020.497268,2020.182,6/30/2020 0:00,-1003279.858,5959660.153,2032774.359,47,558607.2469,2068529.834,18.70727557,99.55586726,274.931,312.2672,
JAHM,2020.5,2020.183,7/1/2020 0:00,-1003279.858,5959660.147,2032774.359,47,558607.248,2068529.836,18.70727558,99.55586727,274.925,312.2611,
JAHM,2020.502732,2020.184,7/2/2020 0:00,-1003279.862,5959660.155,2032774.363,47,558607.2507,2068529.837,18.7072756,99.55586729,274.9346,312.2707,
JAHM,2020.505465,2020.185,7/3/2020 0:00,-1003279.861,5959660.145,2032774.35,47,558607.2508,2068529.828,18.70727551,99.55586729,274.9206,312.2567,
JAHM,2020.508197,2020.186,7/4/2020 0:00,-1003279.858,5959660.149,2032774.36,47,558607.2473,2068529.836,18.70727559,99.55586726,274.9267,312.2628,
JAHM,2020.510929,2020.187,7/5/2020 0:00,-1003279.858,5959660.149,2032774.359,47,558607.248,2068529.835,18.70727558,99.55586727,274.9266,312.2628,
JAHM,2020.513661,2020.188,7/6/2020 0:00,-1003279.862,5959660.146,2032774.357,47,558607.2518,2068529.833,18.70727556,99.5558673,274.924,312.2601,
JAHM,2020.516393,2020.189,7/7/2020 0:00,-1003279.861,5959660.155,2032774.36,47,558607.2497,2068529.834,18.70727557,99.55586728,274.9331,312.2692,
JAHM,2020.519126,2020.19,7/8/2020 0:00,-1003279.867,5959660.165,2032774.364,47,558607.2535,2068529.834,18.70727557,99.55586732,274.9446,312.2807,
JAHM,2020.521858,2020.191,7/9/2020 0:00,-1003279.856,5959660.146,2032774.356,47,558607.2463,2068529.833,18.70727556,99.55586725,274.9227,312.2588,
JAHM,2020.52459,2020.192,7/10/2020 0:00,-1003279.86,5959660.151,2032774.357,47,558607.2496,2068529.833,18.70727556,99.55586728,274.9281,312.2643,
JAHM,2020.527322,2020.193,7/11/2020 0:00,-1003279.856,5959660.134,2032774.349,47,558607.248,2068529.831,18.70727554,99.55586727,274.9092,312.2453,
JAHM,2020.530055,2020.194,7/12/2020 0:00,-1003279.864,5959660.157,2032774.361,47,558607.2517,2068529.834,18.70727557,99.5558673,274.9352,312.2714,
JAHM,2020.532787,2020.195,7/13/2020 0:00,-1003279.859,5959660.139,2032774.352,47,558607.2506,2068529.831,18.70727554,99.55586729,274.915,312.2511,
JAHM,2020.535519,2020.196,7/14/2020 0:00,-1003279.859,5959660.139,2032774.352,47,558607.2498,2068529.831,18.70727554,99.55586728,274.9149,312.251,
JAHM,2020.538251,2020.197,7/15/2020 0:00,-1003279.856,5959660.136,2032774.352,47,558607.2477,2068529.832,18.70727555,99.55586726,274.9115,312.2477,
JAHM,2020.540984,2020.198,7/16/2020 0:00,-1003279.859,5959660.155,2032774.359,47,558607.2477,2068529.834,18.70727556,99.55586726,274.9327,312.2688,
JAHM,2020.543716,2020.199,7/17/2020 0:00,-1003279.862,5959660.16,2032774.357,47,558607.2495,2068529.83,18.70727553,99.55586728,274.9369,312.2731,
JAHM,2020.546448,2020.2,7/18/2020 0:00,-1003279.858,5959660.138,2032774.354,47,558607.249,2068529.834,18.70727557,99.55586728,274.9151,312.2513,
JAHM,2020.54918,2020.201,7/19/2020 0:00,-1003279.858,5959660.138,2032774.354,47,558607.2488,2068529.834,18.70727557,99.55586728,274.915,312.2511,
JAHM,2020.551913,2020.202,7/20/2020 0:00,-1003279.863,5959660.153,2032774.355,47,558607.2517,2068529.83,18.70727553,99.5558673,274.9306,312.2667,
JAHM,2020.554645,2020.203,7/21/2020 0:00,-1003279.857,5959660.15,2032774.352,47,558607.2467,2068529.828,18.70727551,99.55586725,274.9257,312.2618,
JAHM,2020.557377,2020.204,7/22/2020 0:00,-1003279.858,5959660.142,2032774.357,47,558607.2489,2068529.836,18.70727558,99.55586728,274.9202,312.2563,
JAHM,2020.560109,2020.205,7/23/2020 0:00,-1003279.862,5959660.144,2032774.35,47,558607.2522,2068529.828,18.70727551,99.55586731,274.9202,312.2564,
JAHM,2020.562842,2020.206,7/24/2020 0:00,-1003279.859,5959660.141,2032774.352,47,558607.25,2068529.831,18.70727554,99.55586729,274.9174,312.2536,
JAHM,2020.565574,2020.207,7/25/2020 0:00,-1003279.861,5959660.146,2032774.356,47,558607.2514,2068529.833,18.70727556,99.5558673,274.9238,312.2599,
JAHM,2020.568306,2020.208,7/26/2020 0:00,-1003279.862,5959660.155,2032774.36,47,558607.2506,2068529.834,18.70727557,99.55586729,274.9336,312.2698,
JAHM,2020.571038,2020.209,7/27/2020 0:00,-1003279.861,5959660.153,2032774.359,47,558607.2495,2068529.834,18.70727557,99.55586728,274.9309,312.267,
JAHM,2020.573771,2020.21,7/28/2020 0:00,-1003279.859,5959660.141,2032774.345,47,558607.2498,2068529.825,18.70727549,99.55586728,274.9149,312.251,
JAHM,2020.576503,2020.211,7/29/2020 0:00,-1003279.862,5959660.141,2032774.353,47,558607.2528,2068529.832,18.70727555,99.55586731,274.9184,312.2545,
JAHM,2020.579235,2020.212,7/30/2020 0:00,-1003279.857,5959660.127,2032774.338,47,558607.2504,2068529.822,18.70727546,99.55586729,274.8995,312.2357,
JAHM,2020.581967,2020.213,7/31/2020 0:00,-1003279.863,5959660.139,2032774.353,47,558607.2541,2068529.832,18.70727555,99.55586733,274.916,312.2521,
JAHM,2020.5847,2020.214,8/1/2020 0:00,-1003279.859,5959660.152,2032774.36,47,558607.2485,2068529.835,18.70727558,99.55586727,274.9297,312.2658,
JAHM,2020.587432,2020.215,8/2/2020 0:00,-1003279.86,5959660.157,2032774.361,47,558607.2486,2068529.835,18.70727557,99.55586727,274.9357,312.2718,
JAHM,2020.590164,2020.216,8/3/2020 0:00,-1003279.862,5959660.142,2032774.355,47,558607.253,2068529.833,18.70727556,99.55586731,274.9199,312.256,
JAHM,2020.595628,2020.218,8/5/2020 0:00,-1003279.854,5959660.139,2032774.35,47,558607.2453,2068529.83,18.70727553,99.55586724,274.9139,312.25,
JAHM,2020.598361,2020.219,8/6/2020 0:00,-1003279.859,5959660.135,2032774.354,47,558607.2504,2068529.834,18.70727557,99.55586729,274.9125,312.2486,
JAHM,2020.601093,2020.22,8/7/2020 0:00,-1003279.858,5959660.149,2032774.355,47,558607.248,2068529.831,18.70727554,99.55586727,274.9255,312.2617,
JAHM,2020.603825,2020.221,8/8/2020 0:00,-1003279.858,5959660.141,2032774.353,47,558607.2489,2068529.832,18.70727555,99.55586728,274.9172,312.2533,
JAHM,2020.606557,2020.222,8/9/2020 0:00,-1003279.861,5959660.146,2032774.356,47,558607.2506,2068529.833,18.70727556,99.55586729,274.9235,312.2596,
JAHM,2020.60929,2020.223,8/10/2020 0:00,-1003279.856,5959660.139,2032774.352,47,558607.2471,2068529.832,18.70727555,99.55586726,274.9152,312.2513,
JAHM,2020.612022,2020.224,8/11/2020 0:00,-1003279.859,5959660.138,2032774.351,47,558607.2506,2068529.831,18.70727554,99.55586729,274.914,312.2502,
JAHM,2020.617486,2020.226,8/13/2020 0:00,-1003279.859,5959660.144,2032774.354,47,558607.2494,2068529.832,18.70727555,99.55586728,274.9211,312.2573,
JAHM,2020.620219,2020.227,8/14/2020 0:00,-1003279.859,5959660.135,2032774.353,47,558607.2509,2068529.834,18.70727557,99.55586729,274.9118,312.2479,
JAHM,2020.622951,2020.228,8/15/2020 0:00,-1003279.861,5959660.141,2032774.355,47,558607.2517,2068529.834,18.70727557,99.5558673,274.9187,312.2549,
JAHM,2020.625683,2020.229,8/16/2020 0:00,-1003279.86,5959660.133,2032774.351,47,558607.2523,2068529.833,18.70727556,99.55586731,274.9096,312.2458,
JAHM,2020.628415,2020.23,8/17/2020 0:00,-1003279.86,5959660.135,2032774.351,47,558607.2514,2068529.832,18.70727555,99.5558673,274.9119,312.2481,
JAHM,2020.63388,2020.232,8/19/2020 0:00,-1003279.858,5959660.127,2032774.349,47,558607.251,2068529.833,18.70727556,99.5558673,274.9027,312.2388,
JAHM,2020.636612,2020.233,8/20/2020 0:00,-1003279.856,5959660.124,2032774.348,47,558607.2502,2068529.833,18.70727556,99.55586729,274.8994,312.2355,
JAHM,2020.639344,2020.234,8/21/2020 0:00,-1003279.862,5959660.137,2032774.35,47,558607.254,2068529.83,18.70727553,99.55586732,274.913,312.2491,
JAHM,2020.644809,2020.236,8/23/2020 0:00,-1003279.856,5959660.127,2032774.348,47,558607.2495,2068529.832,18.70727555,99.55586728,274.9029,312.2391,
JAHM,2020.647541,2020.237,8/24/2020 0:00,-1003279.856,5959660.126,2032774.347,47,558607.2498,2068529.831,18.70727554,99.55586728,274.9011,312.2372,
JAHM,2020.650273,2020.238,8/25/2020 0:00,-1003279.859,5959660.137,2032774.352,47,558607.2501,2068529.832,18.70727555,99.55586729,274.9135,312.2496,
JAHM,2020.655738,2020.24,8/27/2020 0:00,-1003279.857,5959660.147,2032774.355,47,558607.2473,2068529.832,18.70727555,99.55586726,274.9235,312.2597,
JAHM,2020.65847,2020.241,8/28/2020 0:00,-1003279.853,5959660.123,2032774.35,47,558607.2473,2068529.835,18.70727558,99.55586726,274.8987,312.2348,
JAHM,2020.666667,2020.244,8/31/2020 0:00,-1003279.859,5959660.14,2032774.354,47,558607.2499,2068529.833,18.70727556,99.55586729,274.9171,312.2532,
JAHM,2020.669399,2020.245,9/1/2020 0:00,-1003279.861,5959660.137,2032774.355,47,558607.2523,2068529.835,18.70727557,99.55586731,274.9148,312.2509,
JAHM,2020.672131,2020.246,9/2/2020 0:00,-1003279.858,5959660.138,2032774.352,47,558607.2493,2068529.832,18.70727555,99.55586728,274.9145,312.2507,
JAHM,2020.674863,2020.247,9/3/2020 0:00,-1003279.863,5959660.144,2032774.355,47,558607.2532,2068529.833,18.70727556,99.55586732,274.9212,312.2574,
JAHM,2020.677596,2020.248,9/4/2020 0:00,-1003279.86,5959660.139,2032774.355,47,558607.2512,2068529.835,18.70727557,99.5558673,274.9169,312.253,
JAHM,2020.680328,2020.249,9/5/2020 0:00,-1003279.86,5959660.133,2032774.348,47,558607.2524,2068529.83,18.70727553,99.55586731,274.9085,312.2446,
JAHM,2020.68306,2020.25,9/6/2020 0:00,-1003279.859,5959660.137,2032774.349,47,558607.2508,2068529.829,18.70727553,99.55586729,274.9126,312.2487,
JAHM,2020.685792,2020.251,9/7/2020 0:00,-1003279.861,5959660.136,2032774.353,47,558607.2523,2068529.833,18.70727556,99.55586731,274.9128,312.2489,
JAHM,2020.688525,2020.252,9/8/2020 0:00,-1003279.86,5959660.135,2032774.349,47,558607.2521,2068529.83,18.70727553,99.55586731,274.9113,312.2474,
JAHM,2020.691257,2020.253,9/9/2020 0:00,-1003279.86,5959660.137,2032774.355,47,558607.2514,2068529.835,18.70727557,99.5558673,274.9146,312.2507,
JAHM,2020.699454,2020.256,9/12/2020 0:00,-1003279.858,5959660.134,2032774.351,47,558607.2504,2068529.832,18.70727555,99.55586729,274.9106,312.2467,
JAHM,2020.704918,2020.258,9/14/2020 0:00,-1003279.86,5959660.136,2032774.351,47,558607.2514,2068529.832,18.70727555,99.5558673,274.913,312.2491,
JAHM,2020.70765,2020.259,9/15/2020 0:00,-1003279.858,5959660.133,2032774.349,47,558607.2504,2068529.831,18.70727554,99.55586729,274.9089,312.2451,
JAHM,2020.710383,2020.26,9/16/2020 0:00,-1003279.862,5959660.135,2032774.35,47,558607.2535,2068529.831,18.70727554,99.55586732,274.9112,312.2473,
JAHM,2020.713115,2020.261,9/17/2020 0:00,-1003279.861,5959660.14,2032774.356,47,558607.2519,2068529.835,18.70727558,99.5558673,274.9177,312.2538,
JAHM,2020.715847,2020.262,9/18/2020 0:00,-1003279.866,5959660.149,2032774.354,47,558607.2557,2068529.829,18.70727553,99.55586734,274.9269,312.263,
JAHM,2020.718579,2020.263,9/19/2020 0:00,-1003279.86,5959660.125,2032774.348,47,558607.2531,2068529.833,18.70727556,99.55586732,274.9009,312.237,
JAHM,2020.721312,2020.264,9/20/2020 0:00,-1003279.86,5959660.133,2032774.348,47,558607.2521,2068529.83,18.70727553,99.55586731,274.9083,312.2444,
JAHM,2020.726776,2020.266,9/22/2020 0:00,-1003279.862,5959660.13,2032774.347,47,558607.2545,2068529.83,18.70727553,99.55586733,274.9058,312.242,
JAHM,2020.729508,2020.267,9/23/2020 0:00,-1003279.856,5959660.121,2032774.347,47,558607.2506,2068529.833,18.70727555,99.55586729,274.8968,312.233,
JAHM,2020.73224,2020.268,9/24/2020 0:00,-1003279.863,5959660.138,2032774.349,47,558607.2543,2068529.829,18.70727553,99.55586733,274.9139,312.25,
JAHM,2020.734973,2020.269,9/25/2020 0:00,-1003279.862,5959660.132,2032774.35,47,558607.2545,2068529.832,18.70727555,99.55586733,274.9086,312.2447,
JAHM,2020.737705,2020.27,9/26/2020 0:00,-1003279.866,5959660.139,2032774.353,47,558607.2566,2068529.832,18.70727555,99.55586735,274.917,312.2531,
JAHM,2020.740437,2020.271,9/27/2020 0:00,-1003279.865,5959660.138,2032774.35,47,558607.2558,2068529.83,18.70727553,99.55586734,274.9152,312.2514,
JAHM,2020.745902,2020.273,9/29/2020 0:00,-1003279.865,5959660.14,2032774.352,47,558607.2557,2068529.831,18.70727554,99.55586734,274.9176,312.2537,
JAHM,2020.748634,2020.274,9/30/2020 0:00,-1003279.86,5959660.128,2032774.349,47,558607.2531,2068529.832,18.70727555,99.55586732,274.9047,312.2409,
JAHM,2020.751366,2020.275,10/1/2020 0:00,-1003279.86,5959660.125,2032774.349,47,558607.2538,2068529.833,18.70727556,99.55586732,274.9017,312.2378,
JAHM,2020.756831,2020.277,10/3/2020 0:00,-1003279.861,5959660.131,2032774.344,47,558607.2533,2068529.827,18.7072755,99.55586732,274.906,312.2421,
JAHM,2020.759563,2020.278,10/4/2020 0:00,-1003279.862,5959660.136,2032774.349,47,558607.2536,2068529.83,18.70727553,99.55586732,274.9122,312.2484,
JAHM,2020.762295,2020.279,10/5/2020 0:00,-1003279.865,5959660.134,2032774.352,47,558607.2574,2068529.833,18.70727556,99.55586736,274.9116,312.2478,
JAHM,2020.765027,2020.28,10/6/2020 0:00,-1003279.857,5959660.102,2032774.337,47,558607.2541,2068529.829,18.70727552,99.55586733,274.876,312.2122,
JAHM,2020.76776,2020.281,10/7/2020 0:00,-1003279.865,5959660.134,2032774.351,47,558607.2569,2068529.832,18.70727555,99.55586735,274.911,312.2471,
JAHM,2020.770492,2020.282,10/8/2020 0:00,-1003279.863,5959660.13,2032774.35,47,558607.2559,2068529.832,18.70727555,99.55586734,274.9071,312.2432,
JAHM,2020.773224,2020.283,10/9/2020 0:00,-1003279.862,5959660.13,2032774.35,47,558607.255,2068529.832,18.70727555,99.55586733,274.9072,312.2434,
JAHM,2020.775956,2020.284,10/10/2020 0:00,-1003279.865,5959660.134,2032774.351,47,558607.2565,2068529.831,18.70727554,99.55586735,274.9116,312.2477,
JAHM,2020.778689,2020.285,10/11/2020 0:00,-1003279.866,5959660.135,2032774.352,47,558607.2575,2068529.832,18.70727555,99.55586736,274.9131,312.2492,
JAHM,2020.781421,2020.286,10/12/2020 0:00,-1003279.863,5959660.132,2032774.347,47,558607.2557,2068529.829,18.70727552,99.55586734,274.908,312.2441,
JAHM,2020.784153,2020.287,10/13/2020 0:00,-1003279.865,5959660.138,2032774.349,47,558607.256,2068529.829,18.70727552,99.55586734,274.9144,312.2505,
JAHM,2020.786885,2020.288,10/14/2020 0:00,-1003279.868,5959660.139,2032774.35,47,558607.2588,2068529.83,18.70727553,99.55586737,274.9159,312.252,
JAHM,2020.789618,2020.289,10/15/2020 0:00,-1003279.864,5959660.132,2032774.346,47,558607.2564,2068529.828,18.70727552,99.55586735,274.9078,312.2439,
JAHM,2020.79235,2020.29,10/16/2020 0:00,-1003279.866,5959660.134,2032774.346,47,558607.258,2068529.827,18.7072755,99.55586736,274.9097,312.2458,
JAHM,2020.797814,2020.292,10/18/2020 0:00,-1003279.862,5959660.132,2032774.347,47,558607.2545,2068529.829,18.70727552,99.55586733,274.9073,312.2434,
JAHM,2020.800546,2020.293,10/19/2020 0:00,-1003279.866,5959660.14,2032774.352,47,558607.257,2068529.831,18.70727554,99.55586735,274.9175,312.2537,
JAHM,2020.803279,2020.294,10/20/2020 0:00,-1003279.865,5959660.132,2032774.347,47,558607.2569,2068529.829,18.70727553,99.55586735,274.908,312.2442,
JAHM,2020.808743,2020.296,10/22/2020 0:00,-1003279.866,5959660.134,2032774.351,47,558607.2583,2068529.832,18.70727555,99.55586736,274.9114,312.2475,
JAHM,2020.814208,2020.298,10/24/2020 0:00,-1003279.868,5959660.133,2032774.347,47,558607.2601,2068529.828,18.70727551,99.55586738,274.91,312.2461,
JAHM,2020.81694,2020.299,10/25/2020 0:00,-1003279.868,5959660.14,2032774.354,47,558607.2593,2068529.832,18.70727555,99.55586737,274.9183,312.2545,
JAHM,2020.819672,2020.3,10/26/2020 0:00,-1003279.866,5959660.129,2032774.349,47,558607.2592,2068529.832,18.70727555,99.55586737,274.9066,312.2428,
JAHM,2020.822404,2020.301,10/27/2020 0:00,-1003279.864,5959660.137,2032774.35,47,558607.2559,2068529.83,18.70727553,99.55586734,274.9135,312.2496,
JAHM,2020.825137,2020.302,10/28/2020 0:00,-1003279.865,5959660.127,2032774.348,47,558607.2578,2068529.832,18.70727555,99.55586736,274.904,312.2401,
JAHM,2020.827869,2020.303,10/29/2020 0:00,-1003279.866,5959660.137,2032774.349,47,558607.2575,2068529.829,18.70727553,99.55586736,274.9137,312.2499,
JAHM,2020.830601,2020.304,10/30/2020 0:00,-1003279.867,5959660.133,2032774.351,47,558607.2592,2068529.832,18.70727555,99.55586737,274.9106,312.2467,
JAHM,2020.833333,2020.305,10/31/2020 0:00,-1003279.866,5959660.129,2032774.35,47,558607.259,2068529.833,18.70727556,99.55586737,274.9064,312.2425,
JAHM,2020.836066,2020.306,11/1/2020 0:00,-1003279.864,5959660.126,2032774.349,47,558607.2576,2068529.833,18.70727556,99.55586736,274.9032,312.2393,
JAHM,2020.838798,2020.307,11/2/2020 0:00,-1003279.866,5959660.127,2032774.35,47,558607.259,2068529.833,18.70727556,99.55586737,274.905,312.2411,
JAHM,2020.84153,2020.308,11/3/2020 0:00,-1003279.868,5959660.14,2032774.352,47,558607.2592,2068529.831,18.70727554,99.55586737,274.9181,312.2543,
JAHM,2020.844262,2020.309,11/4/2020 0:00,-1003279.872,5959660.137,2032774.355,47,558607.2633,2068529.835,18.70727557,99.55586741,274.9165,312.2526,
JAHM,2020.849727,2020.311,11/6/2020 0:00,-1003279.867,5959660.13,2032774.347,47,558607.2594,2068529.829,18.70727553,99.55586738,274.9066,312.2427,
JAHM,2020.852459,2020.312,11/7/2020 0:00,-1003279.868,5959660.129,2032774.35,47,558607.261,2068529.833,18.70727556,99.55586739,274.9065,312.2427,
JAHM,2020.855191,2020.313,11/8/2020 0:00,-1003279.872,5959660.141,2032774.353,47,558607.2625,2068529.831,18.70727554,99.5558674,274.9194,312.2556,
JAHM,2020.857924,2020.314,11/9/2020 0:00,-1003279.87,5959660.144,2032774.355,47,558607.2606,2068529.833,18.70727555,99.55586739,274.9229,312.2591,
JAHM,2020.860656,2020.315,11/10/2020 0:00,-1003279.868,5959660.13,2032774.349,47,558607.261,2068529.831,18.70727554,99.55586739,274.907,312.2432,
JAHM,2020.868853,2020.318,11/13/2020 0:00,-1003279.868,5959660.132,2032774.348,47,558607.2603,2068529.83,18.70727553,99.55586738,274.9089,312.2451,
JAHM,2020.871585,2020.319,11/14/2020 0:00,-1003279.869,5959660.134,2032774.352,47,558607.2605,2068529.833,18.70727556,99.55586739,274.9121,312.2483,
JAHM,2020.874317,2020.32,11/15/2020 0:00,-1003279.862,5959660.126,2032774.348,47,558607.2552,2068529.832,18.70727555,99.55586734,274.9026,312.2387,
JAHM,2020.879781,2020.322,11/17/2020 0:00,-1003279.87,5959660.147,2032774.354,47,558607.2598,2068529.83,18.70727554,99.55586738,274.9256,312.2618,
JAHM,2020.882514,2020.323,11/18/2020 0:00,-1003279.872,5959660.142,2032774.355,47,558607.2621,2068529.833,18.70727556,99.5558674,274.9208,312.257,
JAHM,2020.887978,2020.325,11/20/2020 0:00,-1003279.87,5959660.148,2032774.348,47,558607.2601,2068529.825,18.70727549,99.55586738,274.9241,312.2602,
JAHM,2020.893443,2020.327,11/22/2020 0:00,-1003279.87,5959660.132,2032774.351,47,558607.2621,2068529.832,18.70727555,99.5558674,274.9104,312.2465,
JAHM,2020.896175,2020.328,11/23/2020 0:00,-1003279.87,5959660.135,2032774.349,47,558607.2613,2068529.83,18.70727553,99.55586739,274.9126,312.2487,
